,SQLite,MySQL,Cassandra,Oracle,MongoDB,PostgreSQL,Redis,SQL Server
23205,0,1,0,0,0,0,1,0
23207,0,1,0,1,0,0,0,1
23209,0,1,0,0,0,0,1,1
23210,0,0,0,0,0,0,1,0
23214,1,1,0,0,0,0,0,1
23215,0,0,0,0,1,0,0,0
23217,0,0,0,0,1,1,0,0
23219,0,0,0,0,0,0,0,1
23222,0,0,1,0,1,1,1,0
23224,0,0,0,0,1,1,0,0
23226,0,1,0,0,0,0,0,0
23227,1,1,1,0,1,0,1,0
23228,0,0,1,0,1,0,1,0
23229,0,0,1,0,1,0,0,0
23230,0,1,0,0,0,0,0,0
23232,1,0,0,0,0,1,0,1
23234,1,0,0,0,0,0,0,0
23236,1,1,1,0,1,0,0,1
23237,0,0,0,0,0,1,0,0
23238,0,0,0,0,1,1,1,0
23239,0,1,0,0,1,0,1,0
23242,0,1,0,0,0,0,0,0
23243,1,1,0,0,1,0,0,0
23244,0,0,0,1,1,0,0,0
23246,0,0,0,0,0,1,0,0
23250,1,0,0,0,0,0,0,0
23251,0,1,0,1,0,0,0,1
23253,0,0,0,0,1,0,0,1
23256,0,0,0,1,1,1,0,0
23260,0,1,1,0,1,0,0,0
23261,0,0,0,0,0,1,0,0
23263,1,1,1,1,1,1,1,1
23266,0,0,0,0,0,0,0,1
23267,0,1,0,0,0,1,0,1
23268,1,1,0,0,0,0,0,1
23273,0,0,0,0,0,0,0,1
23274,0,0,0,0,1,0,0,0
23277,0,1,1,0,1,0,0,0
23278,0,1,0,0,0,0,0,1
23281,0,0,1,0,0,1,0,0
23283,0,0,1,0,0,0,1,0
23286,0,0,1,0,0,1,1,0
23289,0,0,0,0,0,1,0,0
23290,0,1,0,0,0,0,0,0
23291,1,0,0,0,1,0,0,1
23293,0,0,0,0,0,0,1,0
23294,1,1,0,0,0,0,0,0
23295,0,0,1,1,1,1,1,0
23299,0,0,0,0,0,1,0,0
23303,0,1,0,0,1,1,1,0
23307,0,0,0,0,1,0,0,0
23308,1,0,1,0,1,0,0,0
23310,0,0,0,0,1,1,0,0
23313,0,1,0,0,1,0,1,1
23315,0,0,0,1,1,0,0,1
23316,0,0,1,0,1,1,1,0
23317,0,0,1,0,0,0,0,0
23320,0,0,0,0,0,1,0,0
23321,0,0,1,0,1,0,1,0
23322,0,0,0,0,0,1,0,0
23324,1,0,0,0,0,0,0,0
23325,0,0,0,0,1,1,1,0
23328,0,1,0,0,0,0,0,0
23330,0,0,0,0,0,1,0,0
23331,0,0,0,0,0,1,0,0
23333,0,0,0,0,1,1,1,0
23335,1,1,0,1,0,1,0,1
23336,0,0,0,1,1,0,1,1
23339,0,1,0,0,1,0,0,1
23340,0,0,0,0,0,1,1,0
23341,1,0,0,0,0,0,0,0
23343,0,1,0,0,0,0,0,1
23344,1,0,0,0,0,0,1,1
23345,0,0,1,0,0,1,1,0
23348,0,0,1,0,0,1,0,0
23349,0,0,0,0,1,1,0,1
23350,0,0,1,0,1,0,0,0
23352,1,1,0,0,0,0,0,0
23356,0,1,0,0,1,0,0,0
23357,0,0,0,0,0,1,1,0
23358,1,1,0,0,0,0,0,1
23359,1,1,0,0,0,0,0,1
23360,1,1,0,0,0,1,0,0
23367,0,1,0,0,1,1,0,0
23368,0,1,0,0,1,0,1,0
23371,0,1,0,0,0,1,1,0
23374,1,0,0,0,1,1,0,0
23375,1,1,0,1,0,0,0,1
23378,0,0,0,0,1,1,0,0
23380,1,1,0,0,1,1,0,0
23383,1,1,0,1,0,0,0,1
23387,0,0,0,0,0,0,1,1
23392,0,0,0,0,0,1,0,0
23394,0,1,0,0,1,0,0,0
23397,0,0,1,0,1,0,0,0
23398,1,1,0,0,0,0,0,0
23399,0,0,0,0,1,1,0,0
23400,0,1,0,0,1,1,1,0
23402,0,1,0,1,0,0,0,0
23406,0,1,0,0,0,0,1,0
23407,0,1,0,0,0,0,0,1
23408,1,0,0,0,0,0,0,1
23411,0,0,1,0,1,0,0,1
23413,0,0,1,1,0,0,0,0
23416,0,0,0,0,0,0,0,1
23419,1,0,0,0,0,0,0,0
23425,0,1,0,0,0,0,0,0
23426,0,1,0,0,1,1,0,0
23428,0,0,1,0,0,1,0,0
23429,0,1,0,1,0,0,0,0
23432,0,1,0,0,0,0,0,1
23433,0,0,1,0,1,0,0,1
23435,1,1,1,1,1,1,1,1
23439,0,1,0,0,0,0,0,0
23440,0,0,0,0,1,0,0,0
23446,1,1,0,0,0,0,0,1
23448,0,1,0,0,0,1,0,1
23449,0,1,0,0,0,0,0,0
23450,0,0,0,0,0,1,1,0
23452,0,1,0,0,1,0,0,0
23456,0,0,0,0,0,1,0,0
23458,1,0,0,0,0,0,0,0
23463,0,0,0,0,0,1,1,0
23468,1,0,0,0,0,0,0,0
23469,1,0,0,0,1,0,0,1
23470,0,0,0,0,1,0,0,0
23474,1,1,0,1,0,1,0,1
23475,0,1,0,0,1,1,1,0
23476,0,0,0,0,0,1,0,0
23477,1,0,0,0,0,0,0,0
23478,0,1,0,0,0,1,0,0
23480,0,0,0,0,0,0,0,1
23483,0,0,0,0,0,0,0,1
23485,0,0,0,0,0,1,0,0
23486,1,0,0,0,0,0,0,1
23489,1,0,0,0,0,0,0,0
23493,0,1,0,1,1,0,0,0
23495,1,1,1,0,1,1,1,0
23498,0,1,1,0,1,0,1,0
23500,1,0,0,0,0,1,0,0
23501,1,0,0,0,0,0,0,1
23506,0,0,0,1,0,1,0,0
23507,0,1,0,1,0,0,0,1
23509,0,0,0,0,1,1,0,0
23515,0,0,0,0,0,0,1,0
23517,0,1,1,0,0,0,1,0
23518,1,1,0,1,0,0,0,0
23519,1,1,0,0,0,1,1,0
23524,0,0,0,1,0,0,0,1
23525,0,1,0,0,0,0,0,1
23526,0,0,0,0,0,0,0,1
23529,0,0,0,0,1,0,0,0
23530,0,1,0,0,1,0,0,0
23531,1,0,0,0,0,0,0,0
23532,0,1,0,0,1,0,0,0
23533,0,1,0,0,1,1,0,0
23535,1,1,0,0,1,0,0,1
23536,0,0,0,0,1,0,0,0
23542,0,1,0,0,0,0,0,1
23545,0,0,0,0,1,0,0,0
23551,0,0,0,0,1,0,0,1
23555,0,0,1,0,0,1,1,0
23558,0,1,0,0,0,0,0,0
23559,0,0,0,0,0,0,0,1
23565,0,0,0,0,1,0,1,0
23567,0,1,0,0,1,0,0,0
23569,1,0,0,1,0,0,0,0
23570,0,0,0,0,1,0,1,0
23578,0,0,0,0,1,0,0,0
23579,0,1,0,0,1,0,0,0
23582,0,0,1,0,1,1,1,0
23583,0,1,0,1,0,0,0,1
23586,0,0,0,0,0,1,0,0
23587,0,0,0,0,1,0,0,1
23588,0,0,0,0,1,0,1,0
23589,0,0,0,0,0,1,0,0
23593,0,1,0,0,1,0,0,0
23594,0,0,0,0,1,0,0,0
23595,1,1,1,1,1,1,1,1
23597,0,0,0,0,0,0,0,1
23600,0,0,0,0,0,0,0,1
23601,0,1,0,0,0,0,1,0
23604,0,0,0,0,0,0,0,1
23616,0,1,0,0,0,0,0,0
23619,0,1,0,0,0,0,0,0
23620,0,0,0,0,0,0,0,1
23621,0,1,1,0,0,1,0,0
23623,0,1,0,0,1,0,0,0
23631,0,1,0,0,0,0,0,0
23634,0,0,0,0,0,0,1,0
23643,0,1,1,0,0,0,1,0
23645,0,1,0,0,0,1,0,0
23647,0,0,0,0,1,0,1,0
23650,0,0,1,0,0,1,0,0
23651,1,1,0,0,1,0,0,0
23656,0,0,0,0,0,0,0,1
23657,1,0,0,0,0,0,0,1
23659,0,0,0,1,0,1,0,0
23661,0,0,0,0,0,1,0,0
23663,0,1,0,0,0,1,0,1
23664,0,1,0,0,0,0,0,0
23665,1,0,0,0,0,0,0,1
23666,0,1,0,1,1,1,0,0
23667,0,1,0,0,0,0,0,0
23668,0,0,0,1,0,0,0,0
23671,0,0,0,1,1,0,0,0
23673,0,1,0,0,1,0,0,0
23675,0,0,0,0,1,1,1,0
23678,0,1,0,0,0,0,0,0
23680,0,1,0,0,0,0,0,0
23682,0,0,0,1,1,1,0,0
23686,0,0,0,0,1,0,0,0
23687,0,1,0,1,1,1,0,1
23690,0,0,1,0,1,0,0,0
23695,1,1,0,0,1,1,1,0
23696,0,1,0,0,1,0,1,0
23697,1,0,0,1,0,0,0,1
23698,0,1,0,0,0,1,0,0
23699,0,0,1,0,1,0,0,0
23704,0,0,0,0,0,1,0,0
23705,1,1,0,1,1,0,0,0
23706,1,0,0,0,0,1,0,0
23707,0,0,1,0,1,0,1,0
23708,0,0,0,0,0,1,0,0
23709,0,1,0,1,0,0,0,0
23711,0,0,0,0,1,0,1,0
23712,0,0,0,0,1,0,0,0
23717,1,0,0,0,0,1,0,0
23721,0,1,0,0,1,0,1,0
23722,0,0,0,0,1,0,0,0
23724,0,0,1,0,1,1,1,0
23729,0,1,0,0,0,0,1,0
23730,1,0,0,0,0,0,1,1
23732,0,0,0,0,1,0,0,1
23733,0,0,0,0,1,0,0,0
23734,0,1,0,0,0,0,1,0
23735,0,0,0,0,1,0,0,0
23736,0,0,1,0,0,0,0,0
23740,0,0,0,0,0,1,0,0
23741,1,1,0,0,0,1,0,1
23742,0,0,0,0,0,1,1,0
23746,1,1,0,0,0,0,1,1
23748,0,1,0,0,0,0,0,0
23751,0,0,0,0,1,1,0,0
23757,0,0,0,0,0,0,0,1
23760,1,1,0,0,0,0,1,0
23761,0,0,0,0,1,0,1,0
23764,0,0,0,0,1,0,0,0
23765,1,0,0,0,0,1,0,0
23766,0,0,0,1,0,1,0,1
23769,0,0,0,0,1,0,0,0
23770,1,0,0,0,0,0,0,0
23774,0,0,0,0,1,0,0,0
23778,0,1,0,0,1,0,0,0
23784,0,1,0,0,0,0,1,1
23785,0,0,0,0,0,1,1,0
23787,0,0,0,0,1,0,0,1
23790,0,1,0,0,0,0,0,0
23794,1,0,0,0,1,0,0,1
23799,0,1,0,0,0,0,0,0
23800,0,0,0,0,0,0,0,1
23802,0,1,0,0,0,0,0,0
23806,0,1,0,0,0,0,1,0
23810,0,0,0,1,0,0,0,1
23811,0,1,0,0,0,0,0,0
23813,0,0,0,0,0,0,0,1
23816,0,0,0,0,0,0,0,1
23819,0,0,0,0,1,1,0,0
23820,0,0,1,0,1,0,1,0
23823,0,0,0,1,0,1,0,0
23827,0,1,0,0,0,0,0,0
23830,0,1,0,1,1,1,0,1
23831,0,0,0,0,1,1,0,0
23834,0,0,0,0,0,0,0,1
23835,0,0,1,0,0,0,0,0
23839,0,1,0,0,0,0,0,0
23840,0,1,0,0,0,0,0,0
23841,0,0,0,0,0,0,0,1
23842,0,1,0,0,0,0,0,0
23843,0,0,0,1,0,0,0,0
23847,1,0,0,0,0,1,0,0
23848,0,0,0,0,0,0,0,1
23851,1,1,0,0,0,0,0,0
23853,0,0,0,0,0,1,0,1
23854,0,0,0,1,0,0,0,0
23857,0,1,0,0,0,0,0,1
23858,0,0,0,0,1,1,1,1
23861,0,0,0,0,1,0,0,0
23862,0,0,1,0,1,0,0,1
23871,1,1,0,0,0,0,0,0
23872,1,1,0,0,0,0,0,0
23875,0,1,0,0,0,1,0,0
23877,1,0,0,0,1,1,0,0
23880,1,1,1,1,1,1,1,0
23881,0,0,0,0,0,1,0,1
23882,0,0,0,1,0,0,1,1
23883,0,0,0,0,0,1,0,0
23885,0,0,0,0,1,0,0,0
23886,0,0,0,0,0,0,0,1
23887,0,0,0,1,1,0,0,1
23888,0,1,0,1,0,0,0,0
23889,0,1,0,0,1,0,0,0
23893,0,1,0,0,1,0,0,0
23895,0,1,0,0,1,0,0,1
23896,0,1,0,0,1,1,1,0
23897,1,1,0,0,0,0,0,0
23899,0,1,0,0,0,1,0,0
23903,0,0,0,0,1,0,0,0
23904,1,0,0,0,0,0,0,0
23912,0,1,0,0,0,0,0,0
23913,0,0,0,0,1,0,0,0
23914,1,1,0,0,1,0,0,0
23915,0,0,0,0,0,1,1,0
23921,0,0,0,0,0,0,0,1
23924,1,1,0,1,1,0,0,1
23925,0,0,0,0,0,0,0,1
23926,0,0,0,0,1,0,0,1
23928,1,1,0,0,0,0,0,0
23931,0,1,0,1,1,1,0,0
23936,0,0,0,0,0,1,0,0
23949,0,0,0,0,0,1,1,0
23953,0,0,0,0,1,1,1,0
23955,0,0,0,0,1,1,1,0
23957,0,1,0,0,0,1,0,0
23961,1,1,0,0,0,1,1,0
23964,0,0,0,0,0,1,1,0
23966,0,0,0,0,0,1,1,0
23967,1,1,0,0,1,1,0,0
23969,0,0,0,0,1,0,1,0
23978,0,1,0,1,0,0,0,0
23980,0,0,1,0,0,0,0,0
23983,0,1,0,0,0,0,0,1
23992,1,0,0,0,0,0,0,0
23996,0,1,0,0,0,0,0,0
23998,1,0,0,0,0,0,0,0
24003,0,0,0,0,0,1,1,0
24006,1,1,0,0,0,0,0,0
24008,1,1,0,0,1,1,1,0
24009,0,0,0,1,0,0,0,1
24011,0,0,0,0,1,0,0,0
24013,0,1,1,0,0,0,0,0
24018,0,1,0,0,0,0,0,0
24020,0,0,0,0,1,1,0,0
24021,0,0,0,0,0,0,0,1
24023,0,0,0,0,1,0,0,0
24024,0,0,0,0,1,0,0,0
24026,0,0,0,1,0,0,0,0
24027,0,1,0,0,0,0,1,0
24030,0,1,0,0,1,0,1,0
24038,0,1,0,1,0,0,0,0
24039,1,1,0,1,1,1,0,1
24040,1,0,0,0,0,0,0,1
24042,0,0,0,0,1,0,0,1
24043,0,0,0,0,1,0,0,1
24046,1,1,0,0,0,0,0,1
24057,0,1,0,1,1,0,1,1
24059,0,0,0,0,1,0,0,1
24064,0,1,0,0,0,0,0,0
24066,0,1,0,0,1,0,0,1
24067,0,0,0,0,0,0,0,1
24069,0,0,0,0,1,0,0,1
24070,0,0,0,0,1,0,1,1
24074,0,1,0,0,1,0,0,0
24078,0,0,0,0,0,0,1,0
24085,0,0,0,0,0,0,0,1
24087,0,1,0,1,1,0,0,1
24088,0,0,0,0,0,0,0,1
24089,0,1,0,0,1,0,0,1
24091,1,0,0,0,0,1,0,0
24094,0,1,0,0,1,1,0,0
24095,0,0,0,0,0,0,1,0
24096,0,0,1,0,0,0,0,0
24098,0,0,0,0,0,0,0,1
24099,0,0,0,0,0,1,1,0
24101,0,0,0,0,0,1,1,0
24102,0,0,0,0,0,0,0,1
24103,0,0,0,0,1,0,0,0
24104,0,0,0,0,1,1,0,0
24106,0,0,0,0,1,1,0,0
24107,0,0,0,0,1,0,0,0
24108,0,0,0,0,0,0,0,1
24109,0,0,0,0,1,0,0,0
24110,0,1,0,0,0,0,0,1
24111,0,0,0,0,1,0,0,0
24113,0,0,0,0,0,1,1,0
24120,0,1,0,0,1,1,0,0
24123,1,0,0,0,0,0,0,0
24126,0,1,0,0,1,0,0,1
24127,0,0,1,0,1,1,1,1
24128,0,1,0,0,0,0,0,1
24129,1,0,1,0,1,1,1,0
24140,1,1,0,1,0,0,0,1
24141,0,0,0,1,0,0,0,0
24142,0,0,1,0,0,0,0,1
24143,0,0,0,0,0,0,0,1
24150,0,1,0,0,0,0,1,0
24153,0,1,0,0,1,0,0,0
24155,0,0,0,0,0,1,0,0
24156,0,1,0,1,1,1,0,1
24158,0,0,0,0,0,1,0,0
24159,1,0,0,0,0,1,0,0
24161,0,1,0,0,0,0,0,0
24163,0,0,0,1,1,0,0,0
24165,0,0,0,0,1,0,0,0
24169,0,0,0,0,1,0,0,0
24170,0,0,1,0,0,0,1,1
24171,0,1,0,0,1,0,1,0
24174,0,1,0,0,0,0,1,0
24178,0,0,1,0,0,0,0,0
24179,1,1,0,0,0,1,1,0
24182,0,1,0,1,0,0,0,1
24183,0,1,0,1,1,1,0,1
24185,0,0,0,0,1,0,0,0
24186,1,0,0,0,0,0,0,1
24188,0,0,0,0,0,1,1,0
24190,0,1,0,0,1,1,0,0
24191,0,0,0,0,1,0,0,0
24194,0,0,0,0,0,0,0,1
24195,0,0,0,0,0,1,1,0
24197,0,0,0,1,0,0,0,1
24198,0,1,1,0,0,1,1,0
24200,0,0,1,0,0,1,0,0
24203,0,0,0,0,0,1,1,0
24204,0,0,0,0,0,1,0,0
24208,0,0,0,0,0,0,0,1
24210,0,0,0,0,0,0,0,1
24212,0,0,1,0,1,0,1,0
24216,1,0,0,0,0,0,0,0
24219,0,0,1,1,1,0,0,1
24225,0,0,0,0,0,0,0,1
24227,0,1,0,0,0,1,0,0
24230,0,0,1,0,1,0,0,0
24234,0,1,0,0,0,0,0,0
24237,0,0,0,0,0,0,1,1
24240,1,1,0,0,1,0,0,1
24241,0,1,0,1,1,0,0,0
24242,0,1,0,1,1,1,0,0
24243,0,0,1,0,0,1,0,1
24244,0,0,1,0,1,0,0,0
24245,0,1,0,0,0,0,0,0
24246,0,1,0,0,0,0,0,1
24250,1,1,0,0,0,0,0,0
24252,0,1,0,0,0,0,0,0
24253,0,0,0,0,0,1,1,1
24256,1,0,0,0,0,0,0,1
24258,0,0,0,0,0,1,0,0
24259,1,1,0,0,0,1,0,0
24261,0,0,0,0,1,0,0,0
24265,0,0,1,0,1,1,1,0
24267,1,1,0,0,0,0,0,0
24271,1,0,1,0,1,0,0,1
24272,0,1,0,0,0,1,1,0
24273,1,1,0,0,1,0,0,0
24276,0,1,0,0,1,1,1,0
24280,0,0,0,0,0,0,1,0
24283,0,0,0,0,1,0,0,0
24284,0,0,0,0,0,0,0,1
24288,0,0,0,0,0,0,1,0
24292,0,0,1,0,1,1,1,0
24296,0,0,0,0,1,0,0,0
24298,0,0,0,0,1,0,0,1
24299,0,1,0,0,1,0,0,1
24300,0,0,0,0,0,0,1,0
24302,0,0,1,0,0,0,0,0
24304,0,1,0,0,0,1,0,0
24312,0,0,0,0,0,0,0,1
24319,0,1,0,0,0,0,0,0
24322,0,1,0,0,0,0,0,0
24326,0,0,0,1,1,0,1,0
24330,0,1,0,1,1,1,0,0
24331,0,0,0,0,1,0,0,0
24332,0,0,0,0,1,0,0,0
24333,0,0,1,0,0,1,0,0
24334,1,0,0,0,0,1,0,0
24335,0,1,1,0,1,0,0,0
24336,0,1,0,0,1,0,0,0
24340,1,1,0,1,0,0,0,1
24344,0,1,0,0,0,0,0,0
24347,0,0,0,0,0,0,0,1
24350,1,0,0,1,0,1,0,0
24352,0,0,0,0,0,0,0,1
24353,0,0,0,0,0,0,0,1
24354,0,1,0,0,0,0,0,0
24356,1,0,0,0,1,0,0,1
24358,0,0,0,0,0,0,0,1
24359,0,0,0,0,1,0,1,1
24361,0,0,0,0,1,0,0,0
24362,0,0,0,0,1,1,0,0
24363,0,1,0,0,0,0,1,0
24366,0,1,1,0,1,1,1,0
24371,1,0,0,0,1,0,1,0
24374,0,0,0,0,0,0,1,0
24375,0,1,0,0,1,0,1,0
24376,0,0,0,1,0,1,0,0
24383,1,0,0,0,0,0,0,0
24391,0,0,0,0,1,1,0,0
24393,0,0,0,1,0,0,0,0
24396,0,0,0,0,0,1,0,1
24400,0,1,0,0,0,1,1,0
24401,1,1,1,1,1,1,1,1
24402,0,0,1,0,1,1,1,0
24405,0,0,0,0,0,1,0,0
24408,0,0,0,0,0,0,0,1
24409,0,0,1,0,1,0,0,0
24414,0,0,0,0,0,1,1,0
24415,0,0,0,0,1,0,0,0
24416,0,0,0,0,1,0,0,0
24426,1,1,0,1,1,1,1,1
24427,0,1,0,0,0,0,0,0
24428,1,1,0,1,0,0,0,1
24429,0,1,0,0,1,0,1,0
24432,0,0,1,0,0,1,0,0
24434,1,1,1,1,1,1,1,1
24436,0,0,0,0,0,0,1,0
24437,0,1,0,0,0,0,0,0
24440,1,1,0,0,0,0,0,1
24441,0,0,0,0,0,1,0,1
24442,1,0,0,0,1,0,0,0
24445,0,1,0,0,0,0,0,0
24446,0,0,1,0,0,0,0,0
24447,0,0,0,0,0,1,1,0
24448,0,0,0,0,0,0,1,0
24450,0,0,1,0,1,0,0,0
24451,0,1,0,0,1,1,1,0
24455,1,0,0,0,0,0,0,1
24457,0,0,1,0,0,0,0,0
24459,0,0,0,1,0,1,0,0
24463,0,0,1,0,1,0,1,0
24464,0,0,0,0,1,0,1,0
24467,0,0,1,0,1,0,0,0
24468,0,1,0,0,0,0,0,0
24470,0,1,0,1,0,0,0,1
24471,1,1,0,0,1,0,0,1
24473,0,1,0,0,0,1,0,0
24474,0,1,0,0,0,0,0,1
24477,0,0,0,0,1,1,0,0
24478,1,0,0,0,0,1,0,1
24482,0,1,0,0,0,0,0,0
24486,1,1,1,1,1,0,1,0
24487,0,0,0,0,1,1,1,0
24489,0,0,0,0,1,0,0,0
24491,0,0,0,0,1,0,0,0
24492,0,1,0,0,0,0,0,0
24495,0,0,0,0,0,0,1,0
24496,0,0,0,1,0,0,0,0
24497,0,1,1,0,1,0,0,0
24500,0,0,0,0,1,1,0,0
24503,0,1,0,1,1,0,0,0
24505,1,0,1,0,0,0,0,0
24506,0,0,0,1,0,0,0,1
24511,0,0,0,0,1,1,1,0
24516,0,0,0,0,0,1,1,0
24519,0,0,0,0,1,1,0,0
24521,0,0,0,0,1,0,0,0
24525,0,1,0,0,0,1,0,0
24526,0,1,0,0,0,0,0,0
24529,1,1,0,0,0,0,0,0
24531,0,1,0,0,1,0,1,0
24534,1,0,1,0,1,1,1,0
24538,0,0,1,0,1,0,0,0
24540,0,0,1,0,0,1,0,0
24545,1,0,0,0,0,0,1,1
24548,0,0,0,1,0,0,0,0
24551,0,1,0,0,1,0,0,0
24552,0,1,1,1,0,1,0,1
24555,0,1,0,0,0,0,0,0
24556,1,1,0,0,1,1,0,0
24557,1,1,0,0,0,1,0,1
24561,0,0,0,0,0,0,0,1
24562,0,0,0,0,0,1,1,0
24567,0,0,0,0,1,1,0,1
24569,1,1,0,0,0,1,0,0
24570,0,0,0,0,1,0,1,0
24573,0,0,1,0,0,1,1,0
24575,0,1,0,0,1,0,1,1
24576,1,0,0,0,1,0,0,0
24584,0,0,0,0,0,1,0,0
24585,1,0,0,0,0,0,0,0
24590,1,0,0,0,0,1,1,1
24594,0,0,0,0,0,1,0,0
24597,1,1,0,1,0,0,0,1
24602,0,0,1,0,1,0,0,0
24604,0,0,0,0,1,0,0,0
24605,0,1,0,0,0,0,0,1
24608,0,1,0,0,0,0,0,0
24611,0,0,0,0,0,0,1,1
24612,0,0,0,0,1,0,0,0
24613,1,0,0,0,0,0,0,1
24614,0,1,0,0,1,0,0,0
24615,1,1,0,0,0,0,0,0
24616,0,1,0,0,0,0,0,0
24618,0,0,0,0,0,1,0,0
24623,0,1,0,0,1,1,1,0
24626,0,0,0,0,0,0,1,0
24631,0,0,0,0,0,1,0,1
24632,1,0,0,0,0,1,0,0
24635,1,0,0,0,1,0,0,1
24638,0,1,0,0,1,0,0,0
24640,0,0,1,0,0,1,1,1
24642,1,1,1,1,1,1,1,1
24644,1,0,0,0,0,1,0,0
24645,0,0,0,0,0,0,0,1
24646,0,1,0,0,1,0,0,0
24647,0,0,0,0,0,1,0,0
24653,0,0,0,0,0,1,1,0
24655,0,0,0,0,0,0,0,1
24657,1,1,1,0,1,0,1,0
24661,0,0,0,0,0,1,1,0
24663,0,1,0,0,0,0,0,1
24665,1,1,0,0,0,0,0,1
24667,1,1,0,0,1,0,0,0
24670,0,0,0,0,1,0,0,0
24671,0,0,0,0,0,0,0,1
24674,0,0,0,0,1,0,1,0
24675,0,1,0,0,0,0,0,0
24679,0,1,0,0,1,1,1,0
24681,0,1,0,0,0,1,1,0
24682,0,1,0,1,0,0,0,0
24683,0,0,0,0,0,1,0,0
24684,0,1,0,0,0,1,0,0
24686,1,0,0,0,1,0,0,1
24688,1,1,0,0,0,0,0,0
24689,0,1,0,0,1,0,0,0
24694,0,1,0,0,1,0,0,1
24697,1,0,0,0,0,0,0,0
24702,1,0,0,0,0,1,0,1
24703,0,0,0,0,1,0,0,0
24704,0,1,0,0,1,0,0,0
24706,0,1,0,0,0,0,0,0
24707,0,1,0,0,0,0,0,0
24708,0,1,1,0,1,1,0,0
24711,0,0,1,0,0,1,0,0
24712,1,0,0,0,1,0,1,0
24713,0,1,0,0,1,0,0,0
24716,0,0,0,0,0,1,1,0
24719,1,0,1,1,1,0,0,1
24722,0,1,0,0,0,1,1,0
24724,0,1,1,0,0,0,0,0
24731,0,0,0,0,0,0,0,1
24736,1,0,0,0,0,0,0,0
24737,0,0,0,0,1,0,0,0
24739,1,1,0,0,0,0,0,1
24740,0,1,0,0,1,1,0,0
24741,0,0,0,0,0,0,0,1
24744,0,0,1,0,0,1,0,0
24746,0,0,0,0,0,0,0,1
24748,0,0,0,0,1,0,1,0
24749,0,0,0,0,1,1,0,0
24751,0,0,1,0,1,0,0,0
24752,0,1,0,0,0,0,0,0
24754,0,0,0,0,1,0,1,0
24756,0,0,1,0,1,0,1,0
24758,1,0,0,0,1,0,0,1
24760,0,0,0,0,0,1,0,0
24763,0,0,0,0,0,0,0,1
24764,0,0,0,0,1,0,0,0
24765,1,0,0,1,0,0,0,0
24766,0,1,0,0,0,0,0,0
24770,1,1,0,0,0,1,0,0
24771,0,0,0,0,1,0,0,0
24775,0,1,0,0,1,0,0,0
24776,0,0,0,0,0,0,0,1
24778,0,0,0,0,1,0,0,0
24779,0,1,0,0,0,1,0,0
24780,1,0,0,1,0,1,0,0
24781,0,1,0,0,0,0,0,0
24787,0,0,0,0,0,0,0,1
24790,0,0,0,0,1,0,0,0
24791,1,1,0,0,0,1,1,0
24792,0,0,0,0,1,0,1,0
24798,0,1,0,1,1,0,0,0
24800,0,1,0,0,0,1,0,0
24804,0,0,0,1,1,0,0,1
24806,0,0,0,0,1,0,0,0
24807,1,0,0,0,0,0,0,1
24808,1,1,0,0,1,1,1,0
24812,1,1,0,0,0,0,0,0
24817,0,0,0,0,1,0,0,0
24820,0,0,0,0,0,1,0,0
24826,0,1,0,0,0,0,0,1
24828,0,0,0,1,0,0,0,0
24829,0,0,0,0,0,1,0,0
24833,1,1,0,1,1,0,0,0
24834,0,0,0,0,0,0,0,1
24835,0,1,0,0,1,0,0,0
24838,0,0,1,0,1,1,1,0
24839,0,0,1,0,1,0,1,0
24841,0,1,0,1,0,1,0,1
24842,0,1,0,0,0,0,0,0
24845,0,0,1,0,0,0,0,0
24846,1,1,1,0,1,0,0,0
24849,0,0,1,1,1,0,1,0
24850,0,1,0,0,0,0,0,0
24856,0,0,0,0,1,1,0,0
24857,0,0,1,1,1,1,0,0
24860,1,1,0,0,0,0,0,1
24861,1,1,0,1,1,0,0,1
24862,1,0,0,0,0,0,0,0
24863,0,1,0,1,0,0,0,1
24866,0,0,0,1,0,0,0,0
24869,0,1,0,1,0,0,0,1
24870,1,0,1,0,1,1,1,0
24875,1,1,0,1,0,0,0,1
24880,0,0,0,0,0,1,0,1
24881,0,0,0,0,0,1,0,0
24882,0,0,1,0,1,1,1,0
24884,1,0,0,0,0,0,0,1
24886,0,0,0,1,0,0,0,0
24888,1,1,1,0,0,0,0,1
24894,0,0,0,0,1,1,1,0
24896,0,0,0,1,1,0,0,0
24904,0,0,0,0,0,0,0,1
24906,0,0,0,1,0,0,1,0
24907,0,0,1,0,1,1,0,0
24909,0,1,0,0,0,0,0,1
24910,0,1,0,0,0,0,0,0
24911,0,0,0,0,1,0,0,0
24913,1,1,0,1,0,0,0,1
24915,0,1,0,0,0,0,0,1
24917,0,1,1,0,0,0,0,0
24919,0,0,0,0,0,0,0,1
24920,0,0,1,0,0,1,1,0
24923,0,0,0,0,0,0,0,1
24924,1,0,0,0,1,0,0,0
24925,0,0,1,1,0,0,0,0
24927,0,1,0,1,0,1,0,0
24931,0,0,0,0,0,0,0,1
24933,0,1,0,0,0,0,0,0
24934,1,1,0,0,0,1,0,0
24936,0,1,0,0,0,0,0,1
24938,0,0,0,0,1,0,1,0
24939,0,1,0,0,0,1,0,0
24944,0,0,0,0,0,1,0,0
24945,1,0,0,0,1,1,0,0
